id,identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo,field_133,poligono,poligono_geojson
199,213,517,,1 de mayo,san lorenzo,f,gente que quiere tener tereno,ocupacion ilegal,,1994,menos de 1 año,20000,557,250,557,50,,si,privada,,si,si,no,si,h,"comisión vecinal, topografo",1 año,si,si,,zona de alto riesgo,,si,,senavitat,finalizando,finalizando,si,los propios vecinos,invalid,para uso particular del vendedor,,,,conexión regular,aguateria privada,,100,ANDE,90,si,entre 1 y 3 meses,,si,mas de un año,,servicio de recolección pagado,,gas,,asfalto,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,senavitat,planificacion familiar,no,si,no,no,no,uapa,no,300,,asanblea,no,no,no,no,no,si,no,no,no,no,si,,dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,,1,3,2,,,,,,,,"lugar tranquilo, tine acoeso a varias ciudades",,,no,,"POLYGON((-57.5251411676058 -25.3009544071227,-57.5284232015201 -25.2965954245496,-57.5272677262757 -25.2966738476575,-57.5267155920205 -25.2980412285246,-57.5253485911145 -25.2987905147728,-57.5246155598749 -25.2986436868269,-57.5244732444216 -25.2965803081692,-57.522680297573 -25.2965355348046,-57.5228288391557 -25.2979712920891,-57.5208844472341 -25.2982901190157,-57.5210507427065 -25.2998980127633,-57.5213333375341 -25.29984941847,-57.5229634419123 -25.2990468701222,-57.522895786591 -25.2994005857028,-57.5221138771234 -25.2998622842371,-57.5237994215806 -25.3013637159278,-57.5247074921534 -25.3005135329217,-57.5251411676058 -25.3009544071227))","{""type"":""Polygon"",""coordinates"":[[[-57.5251411676058,-25.3009544071227],[-57.5284232015201,-25.2965954245496],[-57.5272677262757,-25.2966738476575],[-57.5267155920205,-25.2980412285246],[-57.5253485911145,-25.2987905147728],[-57.5246155598749,-25.2986436868269],[-57.5244732444216,-25.2965803081692],[-57.522680297573,-25.2965355348046],[-57.5228288391557,-25.2979712920891],[-57.5208844472341,-25.2982901190157],[-57.5210507427065,-25.2998980127633],[-57.5213333375341,-25.29984941847],[-57.5229634419123,-25.2990468701222],[-57.522895786591,-25.2994005857028],[-57.5221138771234,-25.2998622842371],[-57.5237994215806,-25.3013637159278],[-57.5247074921534,-25.3005135329217],[-57.5251411676058,-25.3009544071227]]]}"
200,209,282,,villa progreso,capiata,migracion por factores economicos,,mediante una asociacion social,,2007,menos de 1 año,,,300,200,0,,no,sas,,si,si,si,si,sas,,mas de 2 años,si,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,en tramite con la sas,,no,,,,,,fosa septica y pozo ciego,conexión regular,pozo comunal,,99,ANDE,99,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,,,,,tierra,,tierra,,regular,únicamente en la calle principal del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,"senavitat, fonavis, techo, abrazo",si,no,no,no,no,,no,12 personas y si es importante mas de 80,,asamblea,no,no,no,no,si,no,no,no,no,no,si,vertedero,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,1,,2,,,3,,,,,,son unidos,,,no,,,
201,208,244,17,villa constitucion,capiata,migracion por factores economicos,,mediante una asociacion social,,1992,menos de 1 año,,365,300,365,0,,no,privada,,si,si,si,si,h,SENAVITAT,menos de 1 mes,si,invalid,,,,,,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,,,,,,,bueno,en algunas de las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,si,senavitat,todas,desde el inicio del asentamiento,no,,,si,no,si,no,no,,no,20,,asamblea con votacion,no,no,no,no,no,si,no,no,no,si,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,2,3,4,1,,,,,,5 Falta de unión entre vecinos,,,,,no,,"POLYGON((-57.470197388524 -25.3555365362814,-57.469745449718 -25.3538371120576,-57.4676652341951 -25.3542970531475,-57.4675558805045 -25.3544173839218,-57.467601267045 -25.3547043776174,-57.4651970448577 -25.3552905558893,-57.4665000539144 -25.3591235164921,-57.4666589059623 -25.3591961585768,-57.4724038101499 -25.3578568755333,-57.4716601261081 -25.3551275222966,-57.470197388524 -25.3555365362814))","{""type"":""Polygon"",""coordinates"":[[[-57.470197388524,-25.3555365362814],[-57.469745449718,-25.3538371120576],[-57.4676652341951,-25.3542970531475],[-57.4675558805045,-25.3544173839218],[-57.467601267045,-25.3547043776174],[-57.4651970448577,-25.3552905558893],[-57.4665000539144,-25.3591235164921],[-57.4666589059623,-25.3591961585768],[-57.4724038101499,-25.3578568755333],[-57.4716601261081,-25.3551275222966],[-57.470197388524,-25.3555365362814]]]}"
202,207,238,,tierra prometida,capiata,reubicacion,,mediante una asociacion social,,2008,ns/nr,10917641,269,240,100,169,,si,sas,,si,si,si,ns/nr,h,dirigente,de 3 a 6 meses,no,si,,,en proceso,si,sas,,finalizando,,si,persona encargada,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,0,ANDE,100,no,,,si,mas de un año,,entierra,,leña y carbón,,tierra,,tierra,,bueno,no,,provistos por el estado,,,cada 200 metros,no,,,,si,"conavi, vy'a renda",programas de viviendas,si,no,no,no,no,,no,110,,resolucion municipal,no,no,no,no,no,no,no,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),es dificil salir del asentamiento por estar muy lejos de los caminos donde pasan los transportes publicos,,1,,,,,,,2,,transporte y vivienda,la union de la comunidad,,,no,,"POLYGON((-57.434890716591 -25.3917843842559,-57.4343884852321 -25.390496755843,-57.4284264744457 -25.3925888377459,-57.4287122540788 -25.3938943316568,-57.434890716591 -25.3917843842559))","{""type"":""Polygon"",""coordinates"":[[[-57.434890716591,-25.3917843842559],[-57.4343884852321,-25.390496755843],[-57.4284264744457,-25.3925888377459],[-57.4287122540788,-25.3938943316568],[-57.434890716591,-25.3917843842559]]]}"
203,206,280,12,tajy poty,capiata,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2009,menos de 1 año,27000,62,464,62,15,,si,privada,,si,en proceso,no,si,comision vecinal,,no hubo abandono,si,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,entre 1 y 3 meses,,si,mas de un año,,tira y quema,,,,tierra,,tierra,,malo,no,,no,,,,no,,,,si,senavitat,cualquier ayuda,si,no,no,no,no,,no,60,,asamblea con miembros de la municipalidad,no,no,no,si,no,no,no,no,no,no,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,1,,2,,3,,4,5,,,,,,no,,"POLYGON((-57.4981964463487 -25.4058517702834,-57.4981057553998 -25.4052841969127,-57.4951131044303 -25.4058006319557,-57.4952816510914 -25.4063145214886,-57.4981964463487 -25.4058517702834))","{""type"":""Polygon"",""coordinates"":[[[-57.4981964463487,-25.4058517702834],[-57.4981057553998,-25.4052841969127],[-57.4951131044303,-25.4058006319557],[-57.4952816510914,-25.4063145214886],[-57.4981964463487,-25.4058517702834]]]}"
204,205,412,,sueños y esperanzas,capiata,reubicacion,,ocupacion de tierras cedidas por el estado,,2008,menos de 1 año,,290,7220,290,50,,si,sas,,si,en proceso,si,si,comision vecinal,,de 3 a 6 meses,no,si,,,en proceso,si,sas,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,pozo comunal,,100,ANDE,100,si,entre 6 meses y un año,,si,entre 6 meses y un año,,tira y quema,,,,,,tierra,,bueno,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"viviendas de emergencia, trabajo",100,2011,si,"techo, senavitat",planes de oficina para jovene/ adultos,si,no,no,si,no,,no,150,,1 representante por familia,no,si,no,no,no,no,no,no,si,si,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,mas de 50 cuadras(+5 km),,,,,,e,,,,,,,"tranquilidad, trabajadores",,,Mesa de Trabajo y Programa de Vivienda,,"POLYGON((-57.4340668982374 -25.3334218722365,-57.4310500518938 -25.331272082692,-57.4306355295092 -25.3318047188448,-57.4295727296098 -25.3310879775684,-57.4294139548433 -25.3313559205758,-57.4285882709741 -25.330761247546,-57.4279401648946 -25.3318049849914,-57.4311067279452 -25.3338299464961,-57.4314553382459 -25.3335924440703,-57.4338435174465 -25.3351199320574,-57.4340668982374 -25.3334218722365))","{""type"":""Polygon"",""coordinates"":[[[-57.4340668982374,-25.3334218722365],[-57.4310500518938,-25.331272082692],[-57.4306355295092,-25.3318047188448],[-57.4295727296098,-25.3310879775684],[-57.4294139548433,-25.3313559205758],[-57.4285882709741,-25.330761247546],[-57.4279401648946,-25.3318049849914],[-57.4311067279452,-25.3338299464961],[-57.4314553382459,-25.3335924440703],[-57.4338435174465,-25.3351199320574],[-57.4340668982374,-25.3334218722365]]]}"
205,204,420,,sin nombre_barrio la victoria,capiata,migracion por factores economicos,,e,cedidas por propietario,2012,menos de 1 año,,6,,7,6,,si,privada,,no,no,no,no,un miembro del asentamiento,,menos de 1 mes,si,si,,no ha habido interes en legalizar las tierras,,no,,,,no existe interés,si,persona encargada,más de 100.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,50,irregular,,si,5,,no,,,tira y quema,,electricidad,,tierra,,tierra,,malo,no,,no,,,,no,,,,no,,no esta interesado por que tiene un costo,no,no,no,no,no,,no,,,,no,no,no,no,si,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,1,2,3,,,,,4,,,la unión entre vecino,,,no,,,
206,203,305,1,santa librada,capiata,migracion por factores economicos,,e,con permiso de ocupacion del dueño,2015,entre 2 y 3 años,45000,65,300,65,50,,si,privada,,si,si,no,si,comision vecinal,,mas de 2 años,no,si,,,"ya se ha intentado legalizar y no ha habido resultados,zona de algo riesgo",si,sas,,en tramite con la sas,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,0,irregular,0,no,,,no,,,,,,,,,tierra,,regular,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,"fonavis, techo, tekopora, abrazo",si,no,no,no,no,,no,50,,asamblea general,no,si,no,no,si,no,no,no,si,si,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),"el asentamiento se encuentra en una zona de alto riesgo por inundaciones frecuentes a cada lluvia porque se encuentra en medio de dos arroyos muy grandes, hay humedales y estan a 500 metros de cables de alta tension",,1,,2,3,,4,5,6,,7 vde,son unidos y quieren progresar,,,no,,"POLYGON((-57.4028253582333 -25.3761368401603,-57.3990124210565 -25.3756707947406,-57.3989126969782 -25.3770298945444,-57.3982122277376 -25.377214901496,-57.3983293476614 -25.3777595116895,-57.4030054320382 -25.3773560058099,-57.4028253582333 -25.3761368401603))","{""type"":""Polygon"",""coordinates"":[[[-57.4028253582333,-25.3761368401603],[-57.3990124210565,-25.3756707947406],[-57.3989126969782,-25.3770298945444],[-57.3982122277376,-25.377214901496],[-57.3983293476614,-25.3777595116895],[-57.4030054320382,-25.3773560058099],[-57.4028253582333,-25.3761368401603]]]}"
207,202,295,,san valentín,capiata,migracion por factores economicos,,ocupacion ilegal,,2014,ns/nr,22000,42,360,42,21,,no,ns/nr,,si,en proceso,no,si,comision vecinal,,no hubo abandono,no,invalid,,,,,,,,,no,,,,,,hoyo / baño común,,,se provisionan de los vecinos,,irregular,100,no,,,si,,,tira y quema,,leña y carbón,,asfalto,,asfalto,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,"techo , urgencia con respeto a la vivienda",si,no,no,no,no,,no,16,,asamblea y votación,no,si,no,no,no,no,si,no,si,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),no tienen problema de emplazamiento,,2,,4,1,3,,6,7,,5 / vivienda,no hay denuncia ni drogadicción / unión entre vecinos,,,no,,"POLYGON((-57.4176824287344 -25.3878745731689,-57.4147350278202 -25.3880914319225,-57.4128275714201 -25.3880217185263,-57.4128568564113 -25.3888302010224,-57.4176957401716 -25.3881765870006,-57.4176824287344 -25.3878745731689))","{""type"":""Polygon"",""coordinates"":[[[-57.4176824287344,-25.3878745731689],[-57.4147350278202,-25.3880914319225],[-57.4128275714201,-25.3880217185263],[-57.4128568564113,-25.3888302010224],[-57.4176957401716,-25.3881765870006],[-57.4176824287344,-25.3878745731689]]]}"
208,201,413,,san pedro,capiata,f,por vivir en alquileres,e,cedidas por propietario,2008,entre 2 y 3 años,280,26,282,26,11,,no,sas,,si,si,si,si,sas,,1 año,no,invalid,,,,,,,,,si,persona encargada,más de 500.000Gs,mejoras para el asentamiento,,inodoro conectado a fosa septica,,conexión regular,aguateria privada,,100,irregular,100,si,mas de un año,,no,,,servicio de recolección pagado,,gas,,,,,,bueno,únicamente en la calle principal del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,si,senavitat,"5 meses por programas pero , no tienen un lugar dond erealizar las actividades",si,no,no,no,no,,no,15,,asamblea y un veedor de la publicidad,no,si,no,no,no,no,si,no,si,si,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,,,,,2,,1 vivenda,"solidarios, unidos..",,,no,,"POLYGON((-57.4056256555033 -25.3751727473089,-57.4053274088053 -25.3747742148924,-57.4042499152349 -25.3753238848924,-57.4045405850532 -25.375797343797,-57.4056256555033 -25.3751727473089))","{""type"":""Polygon"",""coordinates"":[[[-57.4056256555033,-25.3751727473089],[-57.4053274088053,-25.3747742148924],[-57.4042499152349,-25.3753238848924],[-57.4045405850532,-25.375797343797],[-57.4056256555033,-25.3751727473089]]]}"
209,200,421,,san miguel,capiata,ns/nr,,ocupacion ilegal,,2004,menos de 1 año,25000,60,300,60,10,,no,fiscal,,si,no,no,no,comision vecinal,,menos de 1 mes,no,si,,zona de alto riesgo,,no,,,,no puede ser legalizado por encontrarse bajo la alta tensión,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,irregular,0,si,,,no,,,tira y quema,,electricidad,,tierra,,tierra,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,si,,cualquier ayuda,si,no,no,si,no,,no,10,,votación,no,si,no,no,si,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,,1,,,,,,3,4,2 Falta de unión entre vecinos,,,,,no,,"POLYGON((-57.4743935757481 -25.4155325312082,-57.4759626177677 -25.4131473524527,-57.475455288466 -25.4127458454747,-57.4740159708638 -25.4152838437621,-57.4743935757481 -25.4155325312082))","{""type"":""Polygon"",""coordinates"":[[[-57.4743935757481,-25.4155325312082],[-57.4759626177677,-25.4131473524527],[-57.475455288466,-25.4127458454747],[-57.4740159708638,-25.4152838437621],[-57.4743935757481,-25.4155325312082]]]}"
210,199,327,,san martin,capiata,migracion por factores economicos,,e,permiso del dueño,2013,menos de 1 año,10964,53,300,47,26,,no,privada,,si,si,en proceso,si,comision vecinal,,de 3 a 6 meses,no,si,,no ha habido interes en legalizar las tierras,,no,,,iniciando,,no,,,,,inodoro conectado a fosa septica,,,,canilla comunitaria,0,irregular,0,si,entre 1 y 3 meses,,no,,,,,,,tierra,,tierra,,malo,únicamente en la calle principal del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,"fonavis, techo",si,no,no,no,no,,no,45,,asamblea,no,no,no,no,no,no,no,no,no,no,si,vertedero,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,1,3,4,,,,2 vivienda,"que son unidos, quieren progresar, quieren un lugar mas digno para vivir",,,no,,"POLYGON((-57.4790866314106 -25.4310839503269,-57.4795115981975 -25.429958633331,-57.4704946345582 -25.431958120076,-57.4705227232757 -25.4322424617147,-57.4705567387114 -25.4322921425877,-57.4705903462527 -25.4323305364328,-57.4706345104968 -25.4323594527907,-57.4706569582998 -25.4323958832522,-57.4707118011474 -25.4324478228166,-57.4707446951844 -25.432485430445,-57.470777356494 -25.4325120566141,-57.4708208438644 -25.4325510926836,-57.4708536368473 -25.4326099848789,-57.4708772695576 -25.4326795731695,-57.470877551763 -25.4327328260724,-57.4708778326065 -25.4327858072455,-57.4708780005502 -25.4328174662904,-57.470857066821 -25.4328668287737,-57.470845556565 -25.432895439056,-57.4708250123739 -25.4329549641602,-57.4708042426247 -25.4329829947615,-57.4708048310465 -25.4330348151358,-57.4708051826644 -25.433065780515,-57.470785070232 -25.4331344966444,-57.4707648285416 -25.4331823737479,-57.4707549594484 -25.4332214454487,-57.4707559460788 -25.4332921944243,-57.4707565067313 -25.4333323993334,-57.4707364432912 -25.43336934507,-57.4707373167002 -25.4334192921967,-57.4707278985531 -25.4334674172465,-57.4707183458189 -25.4335054273064,-57.4717291784562 -25.4332775925964,-57.4726089557465 -25.4329028171199,-57.4738129063796 -25.4326630458159,-57.4763701509261 -25.431974799532,-57.4790866314106 -25.4310839503269))","{""type"":""Polygon"",""coordinates"":[[[-57.4790866314106,-25.4310839503269],[-57.4795115981975,-25.429958633331],[-57.4704946345582,-25.431958120076],[-57.4705227232757,-25.4322424617147],[-57.4705567387114,-25.4322921425877],[-57.4705903462527,-25.4323305364328],[-57.4706345104968,-25.4323594527907],[-57.4706569582998,-25.4323958832522],[-57.4707118011474,-25.4324478228166],[-57.4707446951844,-25.432485430445],[-57.470777356494,-25.4325120566141],[-57.4708208438644,-25.4325510926836],[-57.4708536368473,-25.4326099848789],[-57.4708772695576,-25.4326795731695],[-57.470877551763,-25.4327328260724],[-57.4708778326065,-25.4327858072455],[-57.4708780005502,-25.4328174662904],[-57.470857066821,-25.4328668287737],[-57.470845556565,-25.432895439056],[-57.4708250123739,-25.4329549641602],[-57.4708042426247,-25.4329829947615],[-57.4708048310465,-25.4330348151358],[-57.4708051826644,-25.433065780515],[-57.470785070232,-25.4331344966444],[-57.4707648285416,-25.4331823737479],[-57.4707549594484,-25.4332214454487],[-57.4707559460788,-25.4332921944243],[-57.4707565067313,-25.4333323993334],[-57.4707364432912,-25.43336934507],[-57.4707373167002,-25.4334192921967],[-57.4707278985531,-25.4334674172465],[-57.4707183458189,-25.4335054273064],[-57.4717291784562,-25.4332775925964],[-57.4726089557465,-25.4329028171199],[-57.4738129063796,-25.4326630458159],[-57.4763701509261,-25.431974799532],[-57.4790866314106,-25.4310839503269]]]}"
